text,category
Can you tell me the total cost of a transfer?,Synthetic_Policies
can i do a transfer with swift,Synthetic_Policies
"new customer and filling gas today, it's not working, the thing shows pending half an hour!",Synthetic_Policies
My card was topped this morning but I can't see the funds. Why didn't it complete?,Synthetic_Policies
What would lead to my top up still pending?,Synthetic_Policies
there's a delay in my top-up,Synthetic_Policies
Is there a reason my top up hasn't gone through,Synthetic_Policies
The top-up is pending.,Synthetic_Policies
Could you explain why my top-up has gone through yet?,Synthetic_Policies
"I've already topped up, but I cannot see the funds being available. What happened?",Synthetic_Policies
What is going on? My top-up is still pending. I use your system all the time but now it is just showing as pending.,Synthetic_Policies
I  do not see a top-up processed.,Synthetic_Policies
I topped up but it didn't complete,Synthetic_Policies
"So, I am a new customer and attempted to top up for the very first time today. It's already been pending for half an hour and doesn't seem to be working. I need to please get this fixed.",Synthetic_Policies
My top up is pending.,Synthetic_Policies
Can you look into my top up please.  I made it over three hours ago and yet it's still pending.,Synthetic_Policies
Can you please make my top up go through as soon as possible. I really need the money and it has been pending for an hour already.,Synthetic_Policies
"What's going on with the top-up? All it says is pending, pending, pending! I use your service several times a week and have never had a problem before! What's going on here?",Synthetic_Policies
why hasn't my top up gone through yet,Synthetic_Policies
top-up is slow to process,Synthetic_Policies
"Is there something wrong with your website? I tried topping up my account and it's been close to two hours now and it's still at ""pending"" for some reason. I just joined with you guys and this is the first attempt at this, so maybe I'm wrong, but shouldn't this be instant?",Synthetic_Policies
"I topped up by card a while ago and it's still pending, surely it should be done by now?",Synthetic_Policies
Why hasn't my top-up been completed?,Synthetic_Policies
top up did not complete,Synthetic_Policies
So I just put my top-up into the card and it hasn't changed.,Synthetic_Policies
Why is my top up still pending?,Synthetic_Policies
"Your top-up function isn't working, it still says pending even though I know my card works.",Synthetic_Policies
"Hi I'm a new customer and tried topping up for the first time today, seems it's not working, the thing shows up as pending since half an hour already! Please fix it!",Synthetic_Policies
"OMG!  I'm trying to load my card and it wont top up!  I desperately need the money either on my card or in my bank, where is it?",Synthetic_Policies
I'm attempting to top-up my account but it has been pending for an hour.,Synthetic_Policies
Why is my top-up still outstanding?,Synthetic_Policies
What does it mean when my top up is saying  still pending?,Synthetic_Policies
"My top up hasn't worked, it's been stuck in pending for the last couple hours",Synthetic_Policies
It doesn't look like the top-up completed.,Synthetic_Policies
Why does my top up say still pending when I used my card to do it.,Synthetic_Policies
Where is the money I topped off with?,Synthetic_Policies
"Hi. I'm a new customer to your system and I think something isn't working right - or maybe it is. Maybe you can confirm. I tried to top up today (my first time ever) and it's been stuck at ""pending"" for over an hour now. Is it supposed to do this or is there something wrong in the system?",Synthetic_Policies
Why is my top-up still pending?,Synthetic_Policies
Topping up my card is not working because I believe the top up is pending,Synthetic_Policies
When will my top-up process?,Synthetic_Policies
"The top-up has a definite problem! I regularly use your service and haven't had a problem before, but now the top-up just shows pending. Please tell my why it continues to show pending.",Synthetic_Policies
"I tried topping up but my funds seem to be pending. I want to buy something right now, what do I do?",Synthetic_Policies
I made a transaction this morning and would like to revert it.,Synthetic_Policies
Can i cancel a charge?,Synthetic_Policies
Can I cancel my transaction?,Synthetic_Policies
I made a transaction but did it to the wrong account.,Synthetic_Policies
Tell me how to cancel a transfer.,Synthetic_Policies
I need you to cancel a transfer that I made.  It is the wrong account number and the app won't let me stop the transaction.  Please stop it!,Synthetic_Policies
"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through",Synthetic_Policies
I would like to revert a transaction I did this morning,Synthetic_Policies
If I make a transaction can I cancel it?,Synthetic_Policies
How can I cancel a transfer?,Synthetic_Policies
Is there any way to cancel a transfer?,Synthetic_Policies
I accidentally made a transaction to the wrong account.,Synthetic_Policies
I want to cancel a transfer right away! Can you help?,Synthetic_Policies
Help me cancel my transaction,Synthetic_Policies
"This is URGENT, I typed the wrong payment information for a payment I needed to make and have clicked send, I need to reverse the transaction immediately.",Synthetic_Policies
Can I cancel a transfer,Synthetic_Policies
I want to reverse my transaction from earlier,Synthetic_Policies
Is there a way to revert my transaction from this morning?,Synthetic_Policies
I'd like to cancel a transfer,Synthetic_Policies
Can I cancel a transfer if is already processed?,Synthetic_Policies
I transferred the wrong amount and would like to cancel the transaction.,Synthetic_Policies
I made a mistake when I did a transfer so now what can I do to fix that?,Synthetic_Policies
I need to cancel an incorrect transaction.,Synthetic_Policies
How do I cancel my transfer?,Synthetic_Policies
I made a mistake with a transaction!,Synthetic_Policies
I submitted a transaction to the incorrect account.,Synthetic_Policies
The transfer I just made needs to be cancelled right now. It was my mistake. Please help me cancel it before it goes through!,Synthetic_Policies
I want to go back on what I did this morning,Synthetic_Policies
Can a transaction be cancelled?,Synthetic_Policies
How do i cancel my transaction?,Synthetic_Policies
My transaction needs to be canceled.,Synthetic_Policies
I need to make an immediate cancellation related to a transfer. This was a mistake. Please assist quickly so this does not actually go through.,Synthetic_Policies
I made a mistake and need to cancel a transaction,Synthetic_Policies
I made an error in payment yesterday and I need it fixed asap because it's for my rent tomorrow.,Synthetic_Policies
Cancel my last transfer,Synthetic_Policies
"My recent transfer needs to be cancelled immediately; it was a mistake, please can you cancel it before it goes through?",Synthetic_Policies
